District;species;speciesKey;aantal km² in VL;aantal km² in district;aandeel km² in district;% in district;aandeel km² hokken van district;% van district
aBS - District 7 (IJzer);Hydrocotyle ranunculoides;7978544;537;2;0,0037243947858473;0,4;0,00636942675159236;0,64
aBS - District 7 (IJzer);Impatiens capensis;2891774;56;0;0;0;0;0
aBS - District 7 (IJzer);Impatiens glandulifera;2891770;3707;12;0,00323711896412193;0,3;0,0382165605095541;3,82
aBS - District 7 (IJzer);Koenigia polystachya;8848208;42;0;0;0;0;0
aBS - District 7 (IJzer);Laburnum anagyroides;5356345;198;6;0,0303030303030303;3;0,0191082802547771;1,91
aBS - District 7 (IJzer);Lagarosiphon major;2865565;34;1;0,0294117647058824;2,9;0,00318471337579618;0,32
aBS - District 7 (IJzer);Lemna minuta;2867614;883;26;0,029445073612684;2,9;0,0828025477707006;8,28
aBS - District 7 (IJzer);Lemna turionifera;2867631;103;23;0,223300970873786;22,3;0,0732484076433121;7,32
aBS - District 7 (IJzer);Hydrocharis laevigata;11055820;2;0;0;0;0;0
aBS - District 7 (IJzer);Ludwigia grandiflora;5421039;476;23;0,0483193277310924;4,8;0,0732484076433121;7,32
aBS - District 7 (IJzer);Ludwigia peploides;5420991;18;0;0;0;0;0
aBS - District 7 (IJzer);Mahonia aquifolium;3033865;1917;19;0,0099113197704747;1;0,0605095541401274;6,05
aBS - District 7 (IJzer);Myriophyllum aquaticum;5361785;479;4;0,00835073068893528;0,8;0,0127388535031847;1,27
aBS - District 7 (IJzer);Myriophyllum heterophyllum;5361762;67;0;0;0;0;0
aBS - District 7 (IJzer);Myriophyllum rubricaule;11742641;16;0;0;0;0;0
aBS - District 7 (IJzer);Parthenocissus inserta;3039203;423;3;0,00709219858156028;0,7;0,00955414012738853;0,96
aBS - District 7 (IJzer);Parthenocissus quinquefolia;3039194;156;1;0,00641025641025641;0,6;0,00318471337579618;0,32
aBS - District 7 (IJzer);Parthenocissus tricuspidata;3039209;304;4;0,0131578947368421;1,3;0,0127388535031847;1,27
aBS - District 7 (IJzer);Pistia stratiotes;2870583;43;0;0;0;0;0
aBS - District 7 (IJzer);Prunus laurocerasus;3021496;2255;13;0,0057649667405765;0,6;0,0414012738853503;4,14
aBS - District 7 (IJzer);Prunus serotina;3021850;6032;14;0,0023209549071618;0,2;0,0445859872611465;4,46
aBS - District 7 (IJzer);Reynoutria japonica;2889173;5136;57;0,0110981308411215;1,1;0,181528662420382;18,15
aBS - District 7 (IJzer);Reynoutria sachalinensis;2889088;129;0;0;0;0;0
aBS - District 7 (IJzer);Reynoutria bohemica;4038485;140;3;0,0214285714285714;2,1;0,00955414012738853;0,96
aBS - District 7 (IJzer);Rhus typhina;3190538;742;8;0,0107816711590297;1,1;0,0254777070063694;2,55
aBS - District 7 (IJzer);Robinia pseudoacacia;5352251;4017;26;0,00647249190938511;0,6;0,0828025477707006;8,28
aBS - District 7 (IJzer);Rosa rugosa;3003979;1761;37;0,0210107893242476;2,1;0,117834394904459;11,78
aBS - District 7 (IJzer);Rubus armeniacus;2996525;227;1;0,00440528634361234;0,4;0,00318471337579618;0,32
aBS - District 7 (IJzer);Rudbeckia laciniata;3114229;72;0;0;0;0;0
aBS - District 7 (IJzer);Solidago canadensis;5389029;948;2;0,00210970464135021;0,2;0,00636942675159236;0,64
aBS - District 7 (IJzer);Solidago gigantea;5389017;3240;39;0,012037037037037;1,2;0,124203821656051;12,42
aBS - District 7 (IJzer);Spiraea alba;3026585;21;0;0;0;0;0
aBS - District 7 (IJzer);Spiraea douglasii;3027159;265;0;0;0;0;0
aBS - District 7 (IJzer);Spiraea salicifolia;3026454;9;0;0;0;0;0
aBS - District 7 (IJzer);Spiraea tomentosa;3026819;21;0;0;0;0;0
aBS - District 7 (IJzer);Spiraea billardii;7889822;23;0;0;0;0;0
aBS - District 6 (Kanalen-West);Acer negundo;3189866;555;8;0,0144144144144144;1,4;0,0536912751677852;5,37
aBS - District 6 (Kanalen-West);Ailanthus altissima;3190653;633;18;0,028436018957346;2,8;0,120805369127517;12,08
aBS - District 6 (Kanalen-West);Aponogeton distachyos;5328593;27;1;0,037037037037037;3,7;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Arundo donax;2703041;5;0;0;0;0;0
aBS - District 6 (Kanalen-West);Asclepias syriaca;3170247;30;1;0,0333333333333333;3,3;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Azolla filiculoides;2650107;264;14;0,053030303030303;5,3;0,0939597315436242;9,4
aBS - District 6 (Kanalen-West);Baccharis halimifolia;3129663;130;5;0,0384615384615385;3,8;0,0335570469798658;3,36
aBS - District 6 (Kanalen-West);Cabomba caroliniana;2882443;11;0;0;0;0;0
aBS - District 6 (Kanalen-West);Cotoneaster horizontalis;3025617;437;14;0,0320366132723112;3,2;0,0939597315436242;9,4
aBS - District 6 (Kanalen-West);Elodea densa;5329263;16;0;0;0;0;0
aBS - District 6 (Kanalen-West);Pontederia crassipes;2765942;18;0;0;0;0;0
aBS - District 6 (Kanalen-West);Elaeagnus angustifolia;3039269;179;1;0,00558659217877095;0,6;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Elodea canadensis;2865448;64;1;0,015625;1,6;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Elodea nuttallii;5329212;591;14;0,0236886632825719;2,4;0,0939597315436242;9,4
aBS - District 6 (Kanalen-West);Fallopia baldschuanica;5334351;356;8;0,0224719101123595;2,2;0,0536912751677852;5,37
aBS - District 6 (Kanalen-West);Fraxinus pennsylvanica;3172348;46;1;0,0217391304347826;2,2;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Helianthus tuberosus;3119175;300;1;0,00333333333333333;0,3;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Helianthus laetiflorus;3119181;44;1;0,0227272727272727;2,3;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Heracleum mantegazzianum;3034825;2812;36;0,0128022759601707;1,3;0,241610738255034;24,16
aBS - District 6 (Kanalen-West);Hydrocotyle ranunculoides;7978544;537;13;0,0242085661080074;2,4;0,087248322147651;8,72
aBS - District 6 (Kanalen-West);Impatiens capensis;2891774;56;1;0,0178571428571429;1,8;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Impatiens glandulifera;2891770;3707;28;0,00755327758295117;0,8;0,187919463087248;18,79
aBS - District 6 (Kanalen-West);Koenigia polystachya;8848208;42;0;0;0;0;0
aBS - District 6 (Kanalen-West);Laburnum anagyroides;5356345;198;5;0,0252525252525253;2,5;0,0335570469798658;3,36
aBS - District 6 (Kanalen-West);Lagarosiphon major;2865565;34;0;0;0;0;0
aBS - District 6 (Kanalen-West);Lemna minuta;2867614;883;13;0,014722536806342;1,5;0,087248322147651;8,72
aBS - District 6 (Kanalen-West);Lemna turionifera;2867631;103;4;0,0388349514563107;3,9;0,0268456375838926;2,68
aBS - District 6 (Kanalen-West);Hydrocharis laevigata;11055820;2;0;0;0;0;0
aBS - District 6 (Kanalen-West);Ludwigia grandiflora;5421039;476;4;0,00840336134453781;0,8;0,0268456375838926;2,68
aBS - District 6 (Kanalen-West);Ludwigia peploides;5420991;18;0;0;0;0;0
aBS - District 6 (Kanalen-West);Mahonia aquifolium;3033865;1917;17;0,00886802295253;0,9;0,114093959731544;11,41
aBS - District 6 (Kanalen-West);Myriophyllum aquaticum;5361785;479;2;0,00417536534446764;0,4;0,0134228187919463;1,34
aBS - District 6 (Kanalen-West);Myriophyllum heterophyllum;5361762;67;0;0;0;0;0
aBS - District 6 (Kanalen-West);Myriophyllum rubricaule;11742641;16;0;0;0;0;0
aBS - District 6 (Kanalen-West);Parthenocissus inserta;3039203;423;7;0,016548463356974;1,7;0,0469798657718121;4,7
aBS - District 6 (Kanalen-West);Parthenocissus quinquefolia;3039194;156;0;0;0;0;0
aBS - District 6 (Kanalen-West);Parthenocissus tricuspidata;3039209;304;8;0,0263157894736842;2,6;0,0536912751677852;5,37
aBS - District 6 (Kanalen-West);Pistia stratiotes;2870583;43;0;0;0;0;0
aBS - District 6 (Kanalen-West);Prunus laurocerasus;3021496;2255;25;0,0110864745011086;1,1;0,167785234899329;16,78
aBS - District 6 (Kanalen-West);Prunus serotina;3021850;6032;34;0,00563660477453581;0,6;0,228187919463087;22,82
aBS - District 6 (Kanalen-West);Reynoutria japonica;2889173;5136;66;0,0128504672897196;1,3;0,442953020134228;44,3
aBS - District 6 (Kanalen-West);Reynoutria sachalinensis;2889088;129;4;0,0310077519379845;3,1;0,0268456375838926;2,68
aBS - District 6 (Kanalen-West);Reynoutria bohemica;4038485;140;3;0,0214285714285714;2,1;0,0201342281879195;2,01
aBS - District 6 (Kanalen-West);Rhus typhina;3190538;742;8;0,0107816711590297;1,1;0,0536912751677852;5,37
aBS - District 6 (Kanalen-West);Robinia pseudoacacia;5352251;4017;34;0,00846402788150361;0,8;0,228187919463087;22,82
aBS - District 6 (Kanalen-West);Rosa rugosa;3003979;1761;27;0,0153321976149915;1,5;0,181208053691275;18,12
aBS - District 6 (Kanalen-West);Rubus armeniacus;2996525;227;4;0,0176211453744493;1,8;0,0268456375838926;2,68
aBS - District 6 (Kanalen-West);Rudbeckia laciniata;3114229;72;1;0,0138888888888889;1,4;0,00671140939597315;0,67
aBS - District 6 (Kanalen-West);Solidago canadensis;5389029;948;6;0,00632911392405063;0,6;0,0402684563758389;4,03
aBS - District 6 (Kanalen-West);Solidago gigantea;5389017;3240;43;0,0132716049382716;1,3;0,288590604026846;28,86
aBS - District 6 (Kanalen-West);Spiraea alba;3026585;21;0;0;0;0;0
aBS - District 6 (Kanalen-West);Spiraea douglasii;3027159;265;0;0;0;0;0
aBS - District 6 (Kanalen-West);Spiraea salicifolia;3026454;9;0;0;0;0;0
aBS - District 6 (Kanalen-West);Spiraea tomentosa;3026819;21;0;0;0;0;0
aBS - District 6 (Kanalen-West);Spiraea billardii;7889822;23;0;0;0;0;0
aBS - District 3 (Leie);Acer negundo;3189866;555;10;0,018018018018018;1,8;0,0510204081632653;5,1
aBS - District 3 (Leie);Ailanthus altissima;3190653;633;12;0,018957345971564;1,9;0,0612244897959184;6,12
aBS - District 3 (Leie);Aponogeton distachyos;5328593;27;0;0;0;0;0
aBS - District 3 (Leie);Arundo donax;2703041;5;0;0;0;0;0
aBS - District 3 (Leie);Asclepias syriaca;3170247;30;0;0;0;0;0
aBS - District 3 (Leie);Azolla filiculoides;2650107;264;6;0,0227272727272727;2,3;0,0306122448979592;3,06
aBS - District 3 (Leie);Baccharis halimifolia;3129663;130;1;0,00769230769230769;0,8;0,00510204081632653;0,51
aBS - District 3 (Leie);Cabomba caroliniana;2882443;11;0;0;0;0;0
aBS - District 3 (Leie);Cotoneaster horizontalis;3025617;437;11;0,0251716247139588;2,5;0,0561224489795918;5,61
aBS - District 3 (Leie);Elodea densa;5329263;16;0;0;0;0;0
aBS - District 3 (Leie);Pontederia crassipes;2765942;18;0;0;0;0;0
aBS - District 3 (Leie);Elaeagnus angustifolia;3039269;179;2;0,0111731843575419;1,1;0,0102040816326531;1,02
aBS - District 3 (Leie);Elodea canadensis;2865448;64;1;0,015625;1,6;0,00510204081632653;0,51
aBS - District 3 (Leie);Elodea nuttallii;5329212;591;2;0,00338409475465313;0,3;0,0102040816326531;1,02
aBS - District 3 (Leie);Fallopia baldschuanica;5334351;356;7;0,0196629213483146;2;0,0357142857142857;3,57
aBS - District 3 (Leie);Fraxinus pennsylvanica;3172348;46;3;0,0652173913043478;6,5;0,0153061224489796;1,53
aBS - District 3 (Leie);Helianthus tuberosus;3119175;300;6;0,02;2;0,0306122448979592;3,06
aBS - District 3 (Leie);Helianthus laetiflorus;3119181;44;3;0,0681818181818182;6,8;0,0153061224489796;1,53
aBS - District 3 (Leie);Heracleum mantegazzianum;3034825;2812;100;0,0355618776671408;3,6;0,510204081632653;51,02
aBS - District 3 (Leie);Hydrocotyle ranunculoides;7978544;537;47;0,0875232774674116;8,8;0,239795918367347;23,98
aBS - District 3 (Leie);Impatiens capensis;2891774;56;7;0,125;12,5;0,0357142857142857;3,57
aBS - District 3 (Leie);Impatiens glandulifera;2891770;3707;48;0,0129484758564877;1,3;0,244897959183673;24,49
aBS - District 3 (Leie);Koenigia polystachya;8848208;42;0;0;0;0;0
aBS - District 3 (Leie);Laburnum anagyroides;5356345;198;1;0,00505050505050505;0,5;0,00510204081632653;0,51
aBS - District 3 (Leie);Lagarosiphon major;2865565;34;0;0;0;0;0
aBS - District 3 (Leie);Lemna minuta;2867614;883;13;0,014722536806342;1,5;0,0663265306122449;6,63
aBS - District 3 (Leie);Lemna turionifera;2867631;103;0;0;0;0;0
aBS - District 3 (Leie);Hydrocharis laevigata;11055820;2;0;0;0;0;0
aBS - District 3 (Leie);Ludwigia grandiflora;5421039;476;14;0,0294117647058824;2,9;0,0714285714285714;7,14
aBS - District 3 (Leie);Ludwigia peploides;5420991;18;1;0,0555555555555556;5,6;0,00510204081632653;0,51
aBS - District 3 (Leie);Mahonia aquifolium;3033865;1917;49;0,0255607720396453;2,6;0,25;25
aBS - District 3 (Leie);Myriophyllum aquaticum;5361785;479;3;0,00626304801670146;0,6;0,0153061224489796;1,53
aBS - District 3 (Leie);Myriophyllum heterophyllum;5361762;67;0;0;0;0;0
aBS - District 3 (Leie);Myriophyllum rubricaule;11742641;16;1;0,0625;6,2;0,00510204081632653;0,51
aBS - District 3 (Leie);Parthenocissus inserta;3039203;423;5;0,0118203309692671;1,2;0,0255102040816327;2,55
aBS - District 3 (Leie);Parthenocissus quinquefolia;3039194;156;2;0,0128205128205128;1,3;0,0102040816326531;1,02
aBS - District 3 (Leie);Parthenocissus tricuspidata;3039209;304;11;0,0361842105263158;3,6;0,0561224489795918;5,61
aBS - District 3 (Leie);Pistia stratiotes;2870583;43;0;0;0;0;0
aBS - District 3 (Leie);Prunus laurocerasus;3021496;2255;44;0,0195121951219512;2;0,224489795918367;22,45
aBS - District 3 (Leie);Prunus serotina;3021850;6032;52;0,00862068965517241;0,9;0,26530612244898;26,53
aBS - District 3 (Leie);Reynoutria japonica;2889173;5136;98;0,0190809968847352;1,9;0,5;50
aBS - District 3 (Leie);Reynoutria sachalinensis;2889088;129;0;0;0;0;0
aBS - District 3 (Leie);Reynoutria bohemica;4038485;140;2;0,0142857142857143;1,4;0,0102040816326531;1,02
aBS - District 3 (Leie);Rhus typhina;3190538;742;11;0,0148247978436658;1,5;0,0561224489795918;5,61
aBS - District 3 (Leie);Robinia pseudoacacia;5352251;4017;44;0,0109534478466517;1,1;0,224489795918367;22,45
aBS - District 3 (Leie);Rosa rugosa;3003979;1761;30;0,0170357751277683;1,7;0,153061224489796;15,31
aBS - District 3 (Leie);Rubus armeniacus;2996525;227;6;0,026431718061674;2,6;0,0306122448979592;3,06
aBS - District 3 (Leie);Rudbeckia laciniata;3114229;72;0;0;0;0;0
aBS - District 3 (Leie);Solidago canadensis;5389029;948;7;0,00738396624472574;0,7;0,0357142857142857;3,57
aBS - District 3 (Leie);Solidago gigantea;5389017;3240;49;0,0151234567901235;1,5;0,25;25
aBS - District 3 (Leie);Spiraea alba;3026585;21;0;0;0;0;0
aBS - District 3 (Leie);Spiraea douglasii;3027159;265;1;0,00377358490566038;0,4;0,00510204081632653;0,51
aBS - District 3 (Leie);Spiraea salicifolia;3026454;9;0;0;0;0;0
aBS - District 3 (Leie);Spiraea tomentosa;3026819;21;0;0;0;0;0
aBS - District 3 (Leie);Spiraea billardii;7889822;23;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Acer negundo;3189866;555;12;0,0216216216216216;2,2;0,0555555555555556;5,56
aBS - District 2 (Boven-Schelde);Ailanthus altissima;3190653;633;18;0,028436018957346;2,8;0,0833333333333333;8,33
aBS - District 2 (Boven-Schelde);Aponogeton distachyos;5328593;27;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Arundo donax;2703041;5;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Asclepias syriaca;3170247;30;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Azolla filiculoides;2650107;264;3;0,0113636363636364;1,1;0,0138888888888889;1,39
aBS - District 2 (Boven-Schelde);Baccharis halimifolia;3129663;130;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Cabomba caroliniana;2882443;11;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Cotoneaster horizontalis;3025617;437;24;0,0549199084668192;5,5;0,111111111111111;11,11
aBS - District 2 (Boven-Schelde);Elodea densa;5329263;16;1;0,0625;6,2;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Pontederia crassipes;2765942;18;1;0,0555555555555556;5,6;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Elaeagnus angustifolia;3039269;179;1;0,00558659217877095;0,6;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Elodea canadensis;2865448;64;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Elodea nuttallii;5329212;591;6;0,0101522842639594;1;0,0277777777777778;2,78
aBS - District 2 (Boven-Schelde);Fallopia baldschuanica;5334351;356;15;0,0421348314606742;4,2;0,0694444444444444;6,94
aBS - District 2 (Boven-Schelde);Fraxinus pennsylvanica;3172348;46;3;0,0652173913043478;6,5;0,0138888888888889;1,39
aBS - District 2 (Boven-Schelde);Helianthus tuberosus;3119175;300;6;0,02;2;0,0277777777777778;2,78
aBS - District 2 (Boven-Schelde);Helianthus laetiflorus;3119181;44;3;0,0681818181818182;6,8;0,0138888888888889;1,39
aBS - District 2 (Boven-Schelde);Heracleum mantegazzianum;3034825;2812;106;0,0376955903271693;3,8;0,490740740740741;49,07
aBS - District 2 (Boven-Schelde);Hydrocotyle ranunculoides;7978544;537;9;0,0167597765363128;1,7;0,0416666666666667;4,17
aBS - District 2 (Boven-Schelde);Impatiens capensis;2891774;56;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Impatiens glandulifera;2891770;3707;96;0,0258969517129755;2,6;0,444444444444444;44,44
aBS - District 2 (Boven-Schelde);Koenigia polystachya;8848208;42;1;0,0238095238095238;2,4;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Laburnum anagyroides;5356345;198;8;0,0404040404040404;4;0,037037037037037;3,7
aBS - District 2 (Boven-Schelde);Lagarosiphon major;2865565;34;1;0,0294117647058824;2,9;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Lemna minuta;2867614;883;42;0,0475651189127973;4,8;0,194444444444444;19,44
aBS - District 2 (Boven-Schelde);Lemna turionifera;2867631;103;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Hydrocharis laevigata;11055820;2;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Ludwigia grandiflora;5421039;476;5;0,0105042016806723;1,1;0,0231481481481481;2,31
aBS - District 2 (Boven-Schelde);Ludwigia peploides;5420991;18;1;0,0555555555555556;5,6;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Mahonia aquifolium;3033865;1917;54;0,028169014084507;2,8;0,25;25
aBS - District 2 (Boven-Schelde);Myriophyllum aquaticum;5361785;479;6;0,0125260960334029;1,3;0,0277777777777778;2,78
aBS - District 2 (Boven-Schelde);Myriophyllum heterophyllum;5361762;67;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Myriophyllum rubricaule;11742641;16;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Parthenocissus inserta;3039203;423;19;0,0449172576832151;4,5;0,087962962962963;8,8
aBS - District 2 (Boven-Schelde);Parthenocissus quinquefolia;3039194;156;6;0,0384615384615385;3,8;0,0277777777777778;2,78
aBS - District 2 (Boven-Schelde);Parthenocissus tricuspidata;3039209;304;6;0,0197368421052632;2;0,0277777777777778;2,78
aBS - District 2 (Boven-Schelde);Pistia stratiotes;2870583;43;1;0,0232558139534884;2,3;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Prunus laurocerasus;3021496;2255;49;0,0217294900221729;2,2;0,226851851851852;22,69
aBS - District 2 (Boven-Schelde);Prunus serotina;3021850;6032;79;0,0130968169761273;1,3;0,365740740740741;36,57
aBS - District 2 (Boven-Schelde);Reynoutria japonica;2889173;5136;135;0,026285046728972;2,6;0,625;62,5
aBS - District 2 (Boven-Schelde);Reynoutria sachalinensis;2889088;129;4;0,0310077519379845;3,1;0,0185185185185185;1,85
aBS - District 2 (Boven-Schelde);Reynoutria bohemica;4038485;140;26;0,185714285714286;18,6;0,12037037037037;12,04
aBS - District 2 (Boven-Schelde);Rhus typhina;3190538;742;24;0,032345013477089;3,2;0,111111111111111;11,11
aBS - District 2 (Boven-Schelde);Robinia pseudoacacia;5352251;4017;73;0,0181727657455813;1,8;0,337962962962963;33,8
aBS - District 2 (Boven-Schelde);Rosa rugosa;3003979;1761;48;0,0272572402044293;2,7;0,222222222222222;22,22
aBS - District 2 (Boven-Schelde);Rubus armeniacus;2996525;227;4;0,0176211453744493;1,8;0,0185185185185185;1,85
aBS - District 2 (Boven-Schelde);Rudbeckia laciniata;3114229;72;1;0,0138888888888889;1,4;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Solidago canadensis;5389029;948;8;0,00843881856540084;0,8;0,037037037037037;3,7
aBS - District 2 (Boven-Schelde);Solidago gigantea;5389017;3240;100;0,0308641975308642;3,1;0,462962962962963;46,3
aBS - District 2 (Boven-Schelde);Spiraea alba;3026585;21;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Spiraea douglasii;3027159;265;1;0,00377358490566038;0,4;0,00462962962962963;0,46
aBS - District 2 (Boven-Schelde);Spiraea salicifolia;3026454;9;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Spiraea tomentosa;3026819;21;0;0;0;0;0
aBS - District 2 (Boven-Schelde);Spiraea billardii;7889822;23;3;0,130434782608696;13;0,0138888888888889;1,39
aBS - District 5 (Kanalen-Oost);Acer negundo;3189866;555;14;0,0252252252252252;2,5;0,0375335120643432;3,75
aBS - District 5 (Kanalen-Oost);Ailanthus altissima;3190653;633;18;0,028436018957346;2,8;0,0482573726541555;4,83
aBS - District 5 (Kanalen-Oost);Aponogeton distachyos;5328593;27;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Arundo donax;2703041;5;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Asclepias syriaca;3170247;30;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Azolla filiculoides;2650107;264;17;0,0643939393939394;6,4;0,0455764075067024;4,56
aBS - District 5 (Kanalen-Oost);Baccharis halimifolia;3129663;130;1;0,00769230769230769;0,8;0,00268096514745308;0,27
aBS - District 5 (Kanalen-Oost);Cabomba caroliniana;2882443;11;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Cotoneaster horizontalis;3025617;437;13;0,0297482837528604;3;0,0348525469168901;3,49
aBS - District 5 (Kanalen-Oost);Elodea densa;5329263;16;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Pontederia crassipes;2765942;18;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Elaeagnus angustifolia;3039269;179;6;0,0335195530726257;3,4;0,0160857908847185;1,61
aBS - District 5 (Kanalen-Oost);Elodea canadensis;2865448;64;4;0,0625;6,2;0,0107238605898123;1,07
aBS - District 5 (Kanalen-Oost);Elodea nuttallii;5329212;591;23;0,038917089678511;3,9;0,0616621983914209;6,17
aBS - District 5 (Kanalen-Oost);Fallopia baldschuanica;5334351;356;5;0,0140449438202247;1,4;0,0134048257372654;1,34
aBS - District 5 (Kanalen-Oost);Fraxinus pennsylvanica;3172348;46;1;0,0217391304347826;2,2;0,00268096514745308;0,27
aBS - District 5 (Kanalen-Oost);Helianthus tuberosus;3119175;300;1;0,00333333333333333;0,3;0,00268096514745308;0,27
aBS - District 5 (Kanalen-Oost);Helianthus laetiflorus;3119181;44;1;0,0227272727272727;2,3;0,00268096514745308;0,27
aBS - District 5 (Kanalen-Oost);Heracleum mantegazzianum;3034825;2812;88;0,0312944523470839;3,1;0,235924932975871;23,59
aBS - District 5 (Kanalen-Oost);Hydrocotyle ranunculoides;7978544;537;36;0,0670391061452514;6,7;0,096514745308311;9,65
aBS - District 5 (Kanalen-Oost);Impatiens capensis;2891774;56;4;0,0714285714285714;7,1;0,0107238605898123;1,07
aBS - District 5 (Kanalen-Oost);Impatiens glandulifera;2891770;3707;84;0,0226598327488535;2,3;0,225201072386059;22,52
aBS - District 5 (Kanalen-Oost);Koenigia polystachya;8848208;42;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Laburnum anagyroides;5356345;198;4;0,0202020202020202;2;0,0107238605898123;1,07
aBS - District 5 (Kanalen-Oost);Lagarosiphon major;2865565;34;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Lemna minuta;2867614;883;30;0,0339750849377123;3,4;0,0804289544235925;8,04
aBS - District 5 (Kanalen-Oost);Lemna turionifera;2867631;103;5;0,0485436893203883;4,9;0,0134048257372654;1,34
aBS - District 5 (Kanalen-Oost);Hydrocharis laevigata;11055820;2;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Ludwigia grandiflora;5421039;476;9;0,0189075630252101;1,9;0,0241286863270777;2,41
aBS - District 5 (Kanalen-Oost);Ludwigia peploides;5420991;18;1;0,0555555555555556;5,6;0,00268096514745308;0,27
aBS - District 5 (Kanalen-Oost);Mahonia aquifolium;3033865;1917;32;0,0166927490871153;1,7;0,0857908847184987;8,58
aBS - District 5 (Kanalen-Oost);Myriophyllum aquaticum;5361785;479;7;0,0146137787056367;1,5;0,0187667560321716;1,88
aBS - District 5 (Kanalen-Oost);Myriophyllum heterophyllum;5361762;67;0;0;0;0;0
aBS - District 5 (Kanalen-Oost);Myriophyllum rubricaule;11742641;16;1;0,0625;6,2;0,00268096514745308;0,27
